MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	风陵渡渡船二
339	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	风陵渡渡船三
340	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	莫高窟
341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	漠北草原
342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	西山屿
344	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	城镇战场（初）
345	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	城镇战场（中）
346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	城镇战场（高）
347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山谷战场（初）
348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山谷战场（中）
349	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山谷战场（高）
350	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	森林战场（初）
351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	森林战场（中）
352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	森林战场（高）
353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	营寨战场（初）
354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	营寨战场（中）
355	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	营寨战场（高）
357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	平原单挑战场（初）
358	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	平原单挑战场（中）
359	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	平原单挑战场（高）
360	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	河滨单挑战场（初）
361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	河滨单挑战场（中）
362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	河滨单挑战场（高）
363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	森林单挑战场（初）
364	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	森林单挑战场（中）
365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	森林单挑战场（高）
366	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山谷单挑战场（初）
367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山谷单挑战场（中）
368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山谷单挑战场（高）
369	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	城镇单挑战场（初）
370	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	城镇单挑战场（中）
371	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	城镇单挑战场（高）
372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	营寨单挑战场（初）
373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	营寨单挑战场（中）
374	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	营寨单挑战场（高）
375	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	旧宋金战场（初）
376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	旧宋金战场（中）
377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	旧宋金战场（高）
378	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	冲锋战场（初）
379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	冲锋战场（中）
380	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	冲锋战场（高）
381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	密林战场（初）
382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	密林战场（中）
383	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	密林战场（高）
384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	界桥战场（初）
385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	界桥战场（中）
386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	界桥战场（高）
387	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	风之骑（60-89）
388	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	风之骑（90-119）
389	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	风之骑（120以上）
390	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山神庙（60-89）
391	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山神庙（90-119）
392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山神庙（120以上）
393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	千宝库（60-89）
394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	千宝库（90-119）
395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	千宝库（120以上）
416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（一）
417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（二）
418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（三）
419	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（四）
420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（五）
421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（六）
422	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（七）
423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（八）
424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（一）
425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（二）
426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（三）
427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（四）
428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（五）
429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（六）
430	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（七）
431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（八）
432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（九）
433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（十）
434	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（十一）
435	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（十二）
436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（十三）
437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（十四）
438	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（十五）
439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（十六）
440	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（九）
441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（十）
442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（十一）
443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（十二）
444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（十三）
445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（十四）
446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（十五）
447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初级龙舟（十六）
448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（十七）
449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（十八）
450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（十九）
451	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（二十）
452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（二十一）
453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（二十二）
454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（二十三）
455	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（二十四）
456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（二十五）
457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（二十六）
458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（二十七）
459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（二十八）
460	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（二十九）
461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（三十）
462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（三十一）
463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	高级龙舟（三十二）
464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(初级1)
465	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(初级2)
466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(初级3)
467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(初级4)
468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(初级5)
469	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(初级6)
470	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(初级7)
471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(初级8)
480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级1)
481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级2)
482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级3)
483	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级4)
484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级5)
485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级6)
486	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级7)
487	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级8)
488	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级9)
489	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级10)
490	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级11)
491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级12)
492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级13)
493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级14)
494	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级15)
495	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	时间的挑战(高级16)
512	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	云中道
513	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	百花谷
514	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山贼洞
515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	紫霞岭
516	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	宋方守城
517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	金方守城
518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	宋方守城报名
519	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	金方守城报名
520	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	明月镇（凤翔）
521	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	明月镇（成都）
522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	明月镇（汴京）
523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	明月镇（襄阳）
524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	明月镇（扬州）
525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	明月镇（大理）
526	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	明月镇（临安）
527	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛会场(一)
528	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛会场(二)
531	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛准备场(一)
532	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛准备场(二)
535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛比赛场(一)
536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛比赛场(二)
539	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	长歌门禁地
540	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛会场（1）
541	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛赛场（1）
542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛会场（2）
543	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛赛场（2）
544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛会场（3）
545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛赛场（3）
546	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛会场（4）
547	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛赛场（4）
548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛会场（5）
549	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛赛场（5）
550	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛会场（6）
551	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛赛场（6）
552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛会场（7）
553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛赛场（7）
554	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛会场（8）
555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛赛场（8）
556	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛会场（9）
557	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛赛场（9）
558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛会场（10）
559	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛赛场（10）
570	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛准备场（1）
571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛准备场（2）
572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛准备场（3）
573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛准备场（4）
574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛准备场（5）
575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛准备场（6）
576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛准备场（7）
577	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛准备场（8）
578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛准备场（9）
579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	联赛准备场（10）
580	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	宋方战场
581	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	金方战场
582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	圣诞谷准备场
583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	圣诞谷
584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	春节活动准备场
585	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	春节活动地图
587	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山城帮会地图
588	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	苗疆帮会地图
589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠帮会地图
590	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	京师帮会地图
591	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	边塞帮会地图
593	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	江南帮会地图
594	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	雪岭帮会地图
605	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	密林战场
606	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	密林战场
607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	密林战场
608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	武林第一帮准备场
609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	武林第一帮准备场
610	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	武林第一帮准备场
611	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	武林第一帮准备场
612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	武林第一帮准备场
613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	武林第一帮准备场
825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	端午节活动准备场
826	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	端午节活动地图
829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	长歌门禁地
830	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	长歌门禁地
831	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	长歌门禁地
832	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	长歌门禁地
833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	长歌门禁地
834	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	长歌门禁地
841	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	帮会精英擂台一
842	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	帮会精英擂台二
843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	帮会精英擂台三
844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	帮会精英擂台四
845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	帮会精英擂台五
846	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	帮会精英擂台六
847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	帮会精英擂台七
848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	帮会精英擂台八
849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	端午节活动准备场
850	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	端午节活动地图
851	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	炎帝宝藏准备场
853	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	炎帝宝藏(一)
854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	炎帝宝藏(二)
855	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	炎帝宝藏(三)
856	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	炎帝宝藏(四)
857	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	炎帝宝藏(五)
858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	炎帝宝藏(六)
859	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	炎帝宝藏(七)
860	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	炎帝宝藏(八)
861	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	炎帝宝藏(九)
862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	炎帝宝藏(十)
872	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	汴京清音
871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	临安清音
874	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	汴京安期
873	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	临安安期
863	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	赛跑
868	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	荒漠战场（初）
869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	荒漠战场（中）
870	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	荒漠战场（高）
876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	古城战场（初）
877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	古城战场（中）
878	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	古城战场（高）
882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	赛跑准备场
886	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	荒石岭冲突战（初）
887	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	荒石岭冲突战（中）
888	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	荒石岭冲突战（高）
889	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	玉林阻击战（初）
890	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	玉林阻击战（中）
891	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	玉林阻击战（高）
892	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	梵岛秘境
893	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	汴京
894	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	石鼓镇
895	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	西山村
896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	九州谷
897	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	名人堂
898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	国战宋金界桥战场
899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	国战宋金密林战场
900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	国战宋金黄沙林战场
901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	七夕活动
917	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	积血谷
918	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	恶人谷
919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	蚀骨崖
920	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	黑木崖
921	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天辅山
922	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	蟠龙山
923	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	地母山
924	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	苑凤山
926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	击鼓传花活动场
927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	攻城战汴京战场
928	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	攻城战大理战场
929	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	攻城战凤翔战场
930	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	攻城战临安战场
931	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	攻城战襄阳战场
932	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	攻城战扬州战场
933	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	攻城战成都战场
934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	长白山顶试穿衣服
935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第一层
936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第二层
937	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第三层
938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第三层
939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第三层
940	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第三层
941	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第三层
942	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第三层
943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第三层
944	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第三层
945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第三层
946	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第三层
947	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天池秘境第四层
949	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	试剑谷
950	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	恶狼谷
951	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	恶狼谷
952	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	恶狼谷
953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	恶狼谷
954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	恶狼谷
955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	恶狼谷
956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	恶狼谷
957	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	闯关密室
958	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	傀儡木人比赛场
959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	新两水洞
960	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	皇城司擂台
961	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	傀儡木人准备场
962	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	炎帝宝藏准备场新
963	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	准备场
964	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	比赛场(1)
965	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	比赛场(2)
966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	比赛场(3)
968	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	月歌岛
969	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	月歌秘谷
972	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	跨服宋金报名点（初）
973	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	跨服宋金报名点（中）
974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	跨服宋金报名点（高）
967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	无名秘境
987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	华山派2013
875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	跨服宋金报名点（高）
