ItemGenre	DetailType	ParticularType	ÎåÐÐÊôÐÔ	µÈ¼¶	ÒøÁ½	¸£Ôµ	Í­Ç®	»ý·Ö	½ð±Ò	¹±Ï×¶È	ÈÙÓþµã	½ð±Ò»ý·Ö	½ð±Ò¹ºÎï·µ»¹µÄ½ð±Ò»ý·Ö	Í³Ò»¼Û¸ñ»õ±ÒÀàÐÍ	Í³Ò»¼Û¸ñ½ð¶î	ÊÇ·ñ×ö½»Ò×¼ÇÂ¼	ÉÌÆ·ÏÖ¼Û	´ÙÏú¿ªÊ¼Ê±¼ä	´ÙÏú½áÊøÈÕÆÚ	ÏúÊÛ¿ªÊ¼Ê±¼ä	ÏúÊÛ½áÊøÈÕÆÚ	±£ÖµÆÚ£¨·ÖÖÓ£¬ÏÖÊµÊ±¼ä£©	Ê¹ÓÃÆÚ£¨·ÖÖÓ£¬ÔÚÏßÊ±¼ä£©	ÏûºÄÀàÐÍ(0-Ò»´Î;1-ÎÞÏÞ´Î)	µÀ¾ßÃû³Æ£¨±ØÐë·Å×îºó£¬³ÌÐò²»¶Á£©
0	2	11	1	3	2500											0									°×È×¼×
0	2	11	1	4	5000											0									À¶Ñà¸Ö¼×
0	2	11	1	5	10000											0									ºìÈ×¼×
0	2	11	1	6	16000											0									³àÑã¼×
0	2	11	1	7	25000											0									ÑªÍ­¼×
0	2	11	1	8	32000											0									ÀÃÒø¼×
0	2	11	1	9	40000											0									ÐþÌúÑ©Òø¼×
0	2	11	1	10	50000											0									Åùö¨½ð·ï¼×
0	2	12	1	1	100											0									ÆÆÂéÒÂ
0	2	12	1	2	250											0									ÆÆÃÞÒÂ
0	2	12	1	3	500											0									ÆÆËòÒÂ
0	2	12	1	4	800											0									°×²¹ÒÂ
0	2	12	1	5	1200											0									Ç§²¹ÒÂ
0	2	12	1	6	1800											0									ÑòÆ¤¼×
0	2	12	1	7	2500											0									Å£Æ¤¼×
0	2	12	1	8	3200											0									×ÏÊóÒÂ
0	2	12	1	9	4000											0									»ÒõõÒÂ
0	2	12	1	10	5000											0									ÍòÖÚÆëÐÄÒÂ
0	2	13	1	1	100											0									°ÙµüÈ¹
0	2	13	1	2	100											0									ÇàÂÞÈ¹
0	2	13	1	3	100											0									Ö¯½õÊ¯ÁñÈ¹
0	2	13	1	4	100											0									Ë«µûÐåÂÞÈ¹
0	2	13	1	5	6000											0									°ÙÄñÈ¹
0	2	13	1	6	10000											0									ÔÂ»ªÈ¹
0	2	13	1	7	15000											0									·ïÎ²È¹
0	2	13	1	8	20000											0									ÇíÓñÈ¹
0	2	13	1	9	25000											0									°Ù·ï³¯ÑôÈ¹
0	2	13	1	10	30000											0									ÁôÏÉÈ¹
0	7	9	2	1	100											0									Æ¤ëÐ
0	7	9	2	2	300											0									Í­ëÐ
0	7	9	2	3	600											0									¾«Í­ëÐ
0	7	9	2	4	1000											0									³àëàÆ¤Ã±
0	7	9	2	5	1600											0									ÊÞ¹Çô¢
0	7	9	2	6	2400											0									×Ï¹Çô¢
0	7	9	2	7	3500											0									Ðþ¹Çô¢
0	7	9	2	8	4800											0									»¢Æ¤ÃæÕÖ
0	7	9	2	9	6400											0									õõÆ¤ÃæÕÖ
0	7	9	2	10	8000											0									ÐþÏ¬ÃæÕÖ
0	7	10	2	1	120											0									´ÖÌúÍ·»·
0	7	10	2	2	320											0									Ï¸ÌúÍ·»·
0	7	10	2	3	750											0									»ÆÍ­Í·»·
0	7	10	2	4	1200											0									ÂÌÓñÍ·»·
0	7	10	2	5	1800											0									¼¦Î²îÎ
0	7	10	2	6	2500											0									ðÐÓðîÎ
0	7	10	2	7	3700											0									ÅÌÉßîÎ
0	7	10	2	8	5000											0									ÖìÉ°Í·»·
0	7	10	2	9	6000											0									Ã÷ÖéÍ·»·
0	7	10	2	10	7500											0									ÁúÑªÍ·»·
0	7	11	3	1	370											0									Ô²Ã±
0	7	11	3	2	610											0									ÌÃÃ±
0	7	11	3	3	1120											0									½í¹ÜÃ±
0	7	11	3	4	1800											0									ËÄ½ÇÃ±
0	7	11	3	5	2700											0									Çà·ï¹Ú
0	7	11	3	6	3700											0									½ð·ï¹Ú
0	7	11	3	7	5100											0									Ë«·ï³¯Ìì¹Ú
0	7	11	3	8	6500											0									ôä´ä¿ø
0	7	11	3	9	8100											0									â³õô¿ø
0	7	11	3	10	10000											0									ÁúÁÛ¿ø
0	7	12	3	1	60											0									²¼Ã±
0	7	12	3	2	160											0									Ô²¶¥Ã±
0	7	12	3	3	370											0									èóÎÆÃ±
0	7	12	3	4	600											0									ÇàÎÆ¿ø
0	7	12	3	5	900											0									ºìÓ§îÎ
0	7	12	3	6	1200											0									³àÑªîÎ
0	7	12	3	7	1800											0									ÁðÁ§îÎ
0	7	12	3	8	2500											0									Â¹È×îÎ
0	7	12	3	9	3000											0									À¶¾§îÎ
0	7	12	3	10	3700											0									ÇàÐÇîÎ
0	7	13	3	1	120											0									»Æ²¼·¢´ø
0	7	13	3	2	320											0									»Æ²¼·¢´ø
0	7	13	3	3	750											0									»Æ²¼·¢´ø
0	7	13	3	4	1200											0									»Æ²¼·¢´ø
0	7	13	3	5	1800											0									»ÆÍ­·¢²æ
0	7	13	3	6	2500											0									ºìÂêè§·¢²æ
0	7	13	3	7	3700											0									ÇàÁðÁ§·¢²æ
0	7	13	3	8	5000											0									Ï·Ë®¿ø
0	7	13	3	9	6000											0									·ïÃß¿ø
0	7	13	3	10	7500											0									½ð·ïÕ¹³á
6	1	71	0	1		20	20									0						43200			ÏÉ²ÝÂ¶
6	1	72	0	1		200										0						43200			ÌìÉ½ÓñÂ¶
6	1	73	0	1		100										0						43200			°Ù¹ûÂ¶
6	0	1	0	1			1				10					0									³¤ÃüÍè
6	0	2	0	1			1				10					0									¼ÓÅÜÍè
6	0	3	0	1			2				50					0									´óÁ¦Íè
6	0	4	0	1			1				10					0									¸ßÉÁÍè
6	0	5	0	1			1				10					0									¸ßÖÐÍè
6	0	6	0	1			2				50					0									·ÉËÙÍè
6	0	7	0	1			1				10					0									±ù·ÀÍè
6	0	8	0	1			1				10					0									À×·ÀÍè
6	0	9	0	1			1				10					0									»ð·ÀÍè
6	0	10	0	1			1				10					0									¶¾·ÀÍè
6	0	11	0	1		100										0						43200			ÑÌ»¨
6	0	20	0	1		100										0						43200			Ãµ¹å»¨
6	1	18	0	1		500	1									0						43200			ÐÄÐÄÏàÓ³·û
6	1	15	0	1		5000	50									0									Åû·ç
4	353	0	0	1		1500	20									1									ÐÉºì±¦Ê¯
0	2	28	0	3												0									Çå¾øÒÂ
0	2	28	0	6												0									±ù¾§È¹
4	238	0	0	1		1500	20									1									À¶Ë®¾§
4	239	0	0	1		1500	20									1									×ÏË®¾§
4	240	0	0	1		1500	20									1									ÂÌË®¾§
6	1	113	0	1												0									ÏÉ²ÝÍè
6	1	114	0	1												0									ÑÐÓñÍè
6	1	115	0	1												0									æÌºìµ¤
6	1	116	0	1												0									æ±À¶µ¤
6	1	117	0	1												0									ÄÚÆÕÍè
6	1	118	0	1												0									ÄÚ¶¾Íè
6	1	119	0	1												0									ÄÚ±ùÍè
6	1	120	0	1												0									ÄÚ»ðÍè
6	1	121	0	1												0									ÄÚµçÍè
0	10	2	2	3	10000											0									°×Âí
0	10	3	1	3	10000											0									ºÚÂí
0	0	0	0	3	2700											0									Çà·å½£
0	6	1	4	4	3700											0									ÌúÑü´ø
0	0	2	2	3	3000											0									ÅÌ»¨¹÷
0	8	0	2	5	1800											0									½ðË¿ïí
0	0	1	4	3	2700											0									¹íÍ·µ¶
0	8	1	2	5	1800											0									öùÆ¤»¤Íó
0	8	0	2	4	1000											0									ÒøË¿ïí
0	0	3	1	3	3000											0									µã¸ÖÇ¹
0	0	5	1	3	2700											0									ÔÂÑÀ´Ì
0	6	0	3	5	3000											0									öùÆ¤Ñü´ø
0	0	5	3	3	2700											0									ÔÂÑÀ´Ì
0	8	1	2	4	1000											0									òþÆ¤»¤Íó
0	0	2	1	3	3000											0									ÅÌ»¨¹÷
0	5	2	1	5	1600											0									¶ÐÐ¬
6	1	26	0	1	39999999		10									1									ÎäÁÖÃØ¼®
6	1	122	0	1		12										0									¸£ÔµÂ¶£¨Ð¡£©
6	1	123	0	1		24										0									¸£ÔµÂ¶£¨ÖÐ£©
6	1	124	0	1		60										0									¸£ÔµÂ¶£¨´ó£©
6	1	27	0	1	6000000		10									1									Ðä¼ýÊõ¡¤±©ÓêÀæ»¨
6	1	28	0	1	6000000		10									1									ÏÝÚåÊõ¡¤ÂÒ»·»÷
6	1	33	0	1	6000000		10									1									Ì«¼«È­Æ×¡¤¾íÈý
6	1	34	0	1	6000000		10									1									Ì«¼«½£Æ×¡¤¾í¶þ
6	1	35	0	1	6000000		10									1									ÔÆÁú»÷¡¤Ã¬·¨
6	1	36	0	1	6000000		10									1									Á÷ÐÇ¡¤µ¶·¨
6	1	37	0	1	6000000		10									1									ÌìÍõ´¸·¨¡¤¾íÒ»
6	1	38	0	1	6000000		10									1									ÌìÍõÇ¹·¨¡¤¾í¶þ
6	1	39	0	1	6000000		10									1									ÌìÍõµ¶·¨¡¤¾íÈý
6	1	40	0	1	6000000		10									1									´äÑÌµ¶·¨
6	1	41	0	1	6000000		10									1									´äÑÌË«µ¶
6	1	42	0	1	6000000		10									1									Ãð½£ÃØ¼®
6	1	43	0	1	6000000		10									1									¶ëáÒ·ð¹âÕÆÃØ¼®
6	1	45	0	1	6000000		10									1									·Éµ¶Êõ¡¤Éã»êÔÂÓ°
6	1	46	0	1	6000000		10									1									·ÉïÚÊõ¡¤¾Å¹¬·ÉÐÇ
6	1	47	0	1	6000000		10									1									Îå¶¾ÕÆ·¨¡¤¾íÒ»
6	1	48	0	1	6000000		10									1									Îå¶¾µ¶·¨¡¤¾í¶þ
6	1	49	0	1	6000000		10									1									Îå¶¾ÉåÐÄÊõ¡¤¾íÈý
6	1	50	0	1	6000000		10									1									Ô¦·çÊõ
6	1	51	0	1	6000000		10									1									Ô¦À×Êõ
6	1	52	0	1	6000000		10									1									Ô¦ÐÄÊõ
6	1	53	0	1	6000000		10									1									Éã»ê¡¤×çÖä
6	1	54	0	1	6000000		10									1									Ø¤°ïÕÆ·¨
6	1	55	0	1	6000000		10									1									Ø¤°ï¹÷·¨
6	1	56	0	1	6000000		10									1									ÉÙÁÖÈ­·¨¡¤¾íÒ»
6	1	57	0	1	6000000		10									1									ÉÙÁÖ¹÷·¨¡¤¾í¶þ
6	1	58	0	1	6000000		10									1									ÉÙÁÖµ¶·¨¡¤¾íÈý
6	1	59	0	1	6000000		10									1									ÆÕ¶ÉÃØ¼®
6	1	12	0	1	500000		10									1									°ãÈôÐÄ¾­
0	11	0	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-Âä¹â
0	11	1	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-ÒøÑÀ
0	11	2	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-Ëªµ¶
0	11	3	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-Àä¹­
0	11	4	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-º®Ç¹
0	11	5	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-±¼À×
0	11	6	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-¶À²½
0	11	7	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-½µ´¸
0	11	8	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-³àÕÆ
0	11	9	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-ÀÇ°ô
0	11	10	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-ÕÅ×ÚÕý
0	11	11	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-ÃîÈç
0	11	12	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-ÁøÇàÇà
0	11	13	0	1			3									1						43200			Ò×ÈÝÃæ¾ß-ÉÈ¿Í
0	11	14	0	1			2									1						43200			Ò×ÈÝÃæ¾ß-À¶ÒÁÒÁ
0	11	15	0	1			2									1						43200			Ò×ÈÝÃæ¾ß-¹Å°Ø
6	1	130	0	1												1									´ó°×¾ÔÍè
1	0	0	0	5	3000											0									¾Å×ª»¹»êµ¤
1	1	0	0	5	3000											0									Ê×ÎÚ»¹Éñµ¤
1	2	0	0	5	4000											0									Îå»¨ÓñÂ¶Íè
0	11	16	0	1			2									1						43200			Ò×ÈÝÃæ¾ß-µÀÇåÕæÈË
0	11	17	0	1			2									1						43200			Ò×ÈÝÃæ¾ß-Ò®ÂÉ±ÙÀë
0	11	18	0	1			2									1						43200			Ò×ÈÝÃæ¾ß-ÍêÑÕÑ©ÒÂ
0	11	19	0	1			2									1						43200			Ò×ÈÝÃæ¾ß-¶ËÄ¾î£
0	11	20	0	1			2									1						43200			Ò×ÈÝÃæ¾ß-ÖÓÁéÐã
0	11	21	0	1			2									1						43200			Ò×ÈÝÃæ¾ß-ºÎÁ¯Æ®
0	11	22	0	1			2									1						43200			Ò×ÈÝÃæ¾ß-ÃÏ²×ÀË
6	1	135	0	1	1888888											1									×£¸£¿¨
6	1	136	0	1	1888888											1									°ïÅÉ¿¨
6	1	137	0	1	1888888											1									ÉúÈÕ¿¨
6	1	138	0	1	2999999											1									Ãµ¹å¿¨
6	1	139	0	1	1888888											1									Ê¥µ®¿¨
6	1	140	0	1	1888888											1									ÐÂÄê¿¨
6	1	141	0	1	8888888											1									»¶ÀÖ¿¨²á
6	1	155	0	1	5000											0									ËÎ½ðÕ½Ú¯Êé
6	1	159	0	1	5000											0									Æì±ê
6	1	156	0	1				400								0									Õ½¹Ä
6	1	157	0	1				400								0									ÁîÅÆ
6	1	158	0	1				1500								0									Ê¿±øÖ®ºÅ½Ç
6	1	178	0	1				200								0									ËÎ½ð×¨ÓÃÍâÆÕÍè
6	1	179	0	1				200								0									ËÎ½ð×¨ÓÃÍâ¶¾Íè
6	1	180	0	1				200								0									ËÎ½ð×¨ÓÃÍâ±ùÍè
6	1	181	0	1				200								0									ËÎ½ð×¨ÓÃÄÚÆÕÍè
6	1	182	0	1				200								0									ËÎ½ð×¨ÓÃÄÚ¶¾Íè
6	1	183	0	1				200								0									ËÎ½ð×¨ÓÃÄÚ±ùÍè
6	1	184	0	1				200								0									ËÎ½ð×¨ÓÃÄÚ»ðÍè
6	1	185	0	1				200								0									ËÎ½ð×¨ÓÃÄÚµçÍè
6	1	186	0	1				300								0									ËÎ½ð×¨ÓÃ³¤ÃüÍè
6	1	187	0	1				300								0									ËÎ½ð×¨ÓÃ¼ÓÅÜÍè
6	1	188	0	1				300								0									ËÎ½ð×¨ÓÃ¸ßÉÁÍè
6	1	189	0	1				300								0									ËÎ½ð×¨ÓÃ¸ßÖÐÍè
6	1	190	0	1				200								0									ËÎ½ð×¨ÓÃ·ÉËÙÍè
6	1	191	0	1				300								0									ËÎ½ð×¨ÓÃÆÕ·ÀÍè
6	1	192	0	1				300								0									ËÎ½ð×¨ÓÃ±ù·ÀÍè
6	1	193	0	1				300								0									ËÎ½ð×¨ÓÃÀ×·ÀÍè
6	1	194	0	1				300								0									ËÎ½ð×¨ÓÃ»ð·ÀÍè
6	1	195	0	1				300								0									ËÎ½ð×¨ÓÃ¶¾·ÀÍè
6	1	212	0	1				200								0									ÐÅ¸ë
6	1	214	0	1				400								0									¿¹µ¯Ö®½Ç
6	1	215	0	1				400								0									Ç¬À¤Ôì»¯µ¤£¨´ó£©
6	1	216	0	1				200								0									Ç¬À¤Ôì»¯µ¤£¨ÖÐ£©
6	1	217	0	1				100								0									Ç¬À¤Ôì»¯µ¤£¨Ð¡£©
1	0	0	0	5	2000											0									¾Å×ª»¹»êµ¤
1	1	0	0	5	2000											0									Ê×ÎÚ»¹Éñµ¤
1	2	0	0	5	3000											0									Îå»¨ÓñÂ¶Íè
1	4	0	0	5	200											0									ÁúÑÓ»¯¶¾µ¤
4	507	1	0	1	2000000			10000								0									ÔÀÍõ»êÖ®Ê¯
6	1	236	0	1	3000000											0									ÇéÈË¿¨
6	0	20	0	1	20000											0									Ãµ¹å»¨
6	0	11	0	1	10000											0									ÑÌ»¨
0	11	72	0	1	3000000		1									1						43200			½ÚÈÕÃæ¾ß-´óÍ·ÍÞÍÞ
0	11	73	0	1	3000000		1									1						43200			½ÚÈÕÃæ¾ß-ÎèÄÏÊ¨×Ó
0	11	74	0	1	3000000		1									1						43200			½ÚÈÕÃæ¾ß-Îè±±Ê¨×Ó
0	11	75	0	1	2000000		1									1						43200			½ÚÈÕÃæ¾ß-ÎèÁúÖé
0	11	76	0	1	2000000		1									1						43200			½ÚÈÕÃæ¾ß-ÎèÁúÍ·
0	11	77	0	1	2000000		1									1						43200			½ÚÈÕÃæ¾ß-ÎèÁúÉí
0	11	78	0	1	2000000		1									1						43200			½ÚÈÕÃæ¾ß-ÎèÁúÎ²
0	11	27	0	1	2000000		1									1						43200			Ò×ÈÝÃæ¾ß-Ñ©±ª
0	11	30	0	1	2000000		1									1						43200			Ò×ÈÝÃæ¾ß-ÇàÀÇ
0	11	35	0	1	2000000		1									1						43200			Ò×ÈÝÃæ¾ß-´Ìâ¬
0	11	38	0	1	2000000		1									1						43200			Ò×ÈÝÃæ¾ß-×ØÐÜ
0	11	40	0	1	2000000		1									1						43200			Ò×ÈÝÃæ¾ß-Ò°Å£
0	11	43	0	1	2000000		1									1						43200			Ò×ÈÝÃæ¾ß-ÑÛ¾µòþÉß
0	11	47	0	1	5000000		3									1						43200			Ò×ÈÝÃæ¾ß-½ðµñ
0	11	54	0	1	2000000		1									1						43200			Ò×ÈÝÃæ¾ß-½ðÃ¨
0	11	61	0	1	2000000		2									1						43200			Ò×ÈÝÃæ¾ß-½ðË¿ºï
0	11	65	0	1	2000000		2									1						43200			Ò×ÈÝÃæ¾ß-Ã·»¨Â¹
0	11	66	0	1	2000000		1									1						43200			Ò×ÈÝÃæ¾ß-°×Öí
6	1	147	0	1	1500											1									Ðþ¾§¿óÊ¯
6	1	147	0	2	5000											1									Ðþ¾§¿óÊ¯
6	1	147	0	3	75000											1									Ðþ¾§¿óÊ¯
6	1	147	0	4	300000											1									Ðþ¾§¿óÊ¯
6	1	147	0	5	1000000											1									Ðþ¾§¿óÊ¯
6	1	147	0	6	4800000			5								1									Ðþ¾§¿óÊ¯
6	1	149	0	1				100								1									ÐþÌúÔ­¿ó
6	1	150	0	1				300								1									¿×È¸Ô­Ê¯
6	1	150	1	1				300								1									¿×È¸Ô­Ê¯
6	1	150	2	1				300								1									¿×È¸Ô­Ê¯
6	1	150	3	1				300								1									¿×È¸Ô­Ê¯
6	1	150	4	1				300								1									¿×È¸Ô­Ê¯
6	1	151	0	1				100								1									ÃØÒøÔ­¿ó
6	1	152	0	1				300								1									Ü½ÈØÔ­Ê¯
6	1	152	1	1				300								1									Ü½ÈØÔ­Ê¯
6	1	152	2	1				300								1									Ü½ÈØÔ­Ê¯
6	1	152	3	1				300								1									Ü½ÈØÔ­Ê¯
6	1	152	4	1				300								1									Ü½ÈØÔ­Ê¯
6	1	153	0	1				100								1									ÖìÉ°Ô­¿ó
6	1	154	0	1				300								1									ÖÓÈéÔ­Ê¯
6	1	154	1	1				300								1									ÖÓÈéÔ­Ê¯
6	1	154	2	1				300								1									ÖÓÈéÔ­Ê¯
6	1	154	3	1				300								1									ÖÓÈéÔ­Ê¯
6	1	154	4	1				300								1									ÖÓÈéÔ­Ê¯
6	1	383	0	1				20000								1	1								»Æ½ðÍ¼Æ×-¶¨¹úÖ®ÇàÉ´³¤ÉÀ
6	1	384	0	1				50000								1	2								»Æ½ðÍ¼Æ×-¶¨¹úÖ®ÎÙÉ°·¢¹Ú
6	1	385	0	1				20000								1	1								»Æ½ðÍ¼Æ×-¶¨¹úÖ®³à¾îÈíÑ¥
6	1	386	0	1				20000								1	1								»Æ½ðÍ¼Æ×-¶¨¹úÖ®×ÏÌÙ»¤Íó
6	1	387	0	1				20000								1	1								»Æ½ðÍ¼Æ×-¶¨¹úÖ®Òø²ÏÑü´ø
6	1	388	0	1				50000								1	2								»Æ½ðÍ¼Æ×-°²°îÖ®±ù¾§Ê¯ÏîÁ´
6	1	389	0	1				20000								1	2								»Æ½ðÍ¼Æ×-°²°îÖ®¾Õ»¨Ê¯Ö¸»·
6	1	390	0	1				20000								1	2								»Æ½ðÍ¼Æ×-°²°îÖ®Ìï»ÆÊ¯ÓñÅå
6	1	391	0	1				20000								1	2								»Æ½ðÍ¼Æ×-°²°îÖ®¼¦ÑªÊ¯½äÖ¸
6	1	393	0	1				500								0									´©ÐÄÁî
6	1	394	0	1				500								0									¶¾´ÌÁî
6	1	395	0	1				500								0									º®±ùÁî
6	1	396	0	1				500								0									µØ»ðÁî
6	1	397	0	1				500								0									À×»÷Áî
6	1	130	0	1	3000000											1									´ó°×¾ÔÍè
6	1	401	0	1	100											0									Ê¦Í½¿¨
6	1	403	0	1	200000											0									Ðþ¾§Éý¼¶¾íÖá
6	1	404	0	1	500											0									¼¦ÄêÉñÃØÀñÎïÉý¼¶¾íÖá
1	0	0	0	5	4000											0									¾Å×ª»¹»êµ¤
1	1	0	0	5	4000											0									Ê×ÎÚ»¹Éñµ¤
1	2	0	0	5	5000											0									Îå»¨ÓñÂ¶Íè
1	4	0	0	5	1000											0									ÁúÑÓ»¯¶¾µ¤
6	1	405	0	1	10000											0									ÉñÃØ¿óÊ¯¶Ò»»¾íÖá
6	1	406	0	1	500											0									Ê×ÊÎºÏ³É¾íÖá
6	1	240	0	1												1									»Æ½ðÍ¼Æ×-ÃÎÁúÖ®½ðË¿ÕýºìôÂôÄ
6	1	244	0	1												1									»Æ½ðÍ¼Æ×-·üÄ§Ö®×Ï½ð¹÷
6	1	249	0	1												1									»Æ½ðÍ¼Æ×-ËÄ¿ÕÖ®½µÄ§½äµ¶
6	1	254	0	1												1									»Æ½ðÍ¼Æ×-º³ÌìÖ®½ð»·´óÑÛÉñ´¸
6	1	259	0	1												1									»Æ½ðÍ¼Æ×-¼ÌÒµÖ®±¼À××êÁúÇ¹
6	1	260	0	1												1									»Æ½ðÍ¼Æ×-¼ÌÒµÖ®ÐþÎä»Æ½ðîø
6	1	264	0	1												1									»Æ½ðÍ¼Æ×-ÓùÁúÖ®ÁÁÒø±¦µ¶
6	1	269	0	1												1									»Æ½ðÍ¼Æ×-ÎÞ¼äÖ®ÒÐÌì½£
6	1	277	0	1												1									»Æ½ðÍ¼Æ×-ÎÞ÷ÊÖ®Ï´ÏóÓñ¿Û
6	1	278	0	1												1									»Æ½ðÍ¼Æ×-ÎÞ÷ÊÖ®ºìç»Èí¶NÐ¬
6	1	280	0	1												1									»Æ½ðÍ¼Æ×-ÎÞ³¾Ö®ÇåÐÄÏòÉÆÖé
6	1	284	0	1												1									»Æ½ðÍ¼Æ×-ÆÜ»ËÖ®·ïÒÇµ¶
6	1	289	0	1												1									»Æ½ðÍ¼Æ×-±Ìº£Ö®Ô§ÑìÁ¬»·µ¶
6	1	292	0	1												1									»Æ½ðÍ¼Æ×-±Ìº£Ö®ºìÁå²¨
6	1	294	0	1												1									»Æ½ðÍ¼Æ×-ÓÄëÊÖ®½ðÉß·¢´ø
6	1	298	0	1												1									»Æ½ðÍ¼Æ×-ÓÄëÊÖ®Ä«ÖëÈíÂÄ
6	1	299	0	1												1									»Æ½ðÍ¼Æ×-Ú¤»ÃÖ®Ð°É²¶¾ÈÐ
6	1	305	0	1												1									»Æ½ðÍ¼Æ×-Öä¸¿Ö®ÃðÀ×¾±·û
6	1	309	0	1												1									»Æ½ðÍ¼Æ×-±ùº®Ö®µ¯Ö¸·Éµ¶
6	1	314	0	1												1									»Æ½ðÍ¼Æ×-Ìì¹âÖ®»¨ÓêÂþÌì
6	1	319	0	1												1									»Æ½ðÍ¼Æ×-É­»ÄÖ®·ÉÐÇ¶á»ê
6	1	325	0	1												1									»Æ½ðÍ¼Æ×-µØÆÇÖ®ºÚÑæ³åÌìÁ´
6	1	330	0	1												1									»Æ½ðÍ¼Æ×-Í¬³ðÖ®½µÁúØ¤ÒÂ
6	1	332	0	1												1									»Æ½ðÍ¼Æ×-Í¬³ðÖ®¿ºÁú»¤ÊÖ
6	1	334	0	1												1									»Æ½ðÍ¼Æ×-µÐâéÖ®ÂÌÓñÕÈ
6	1	339	0	1												1									»Æ½ðÍ¼Æ×-Ä§É·Ö®¹í¹ÈÓÄÚ¤Ç¹
6	1	348	0	1												1									»Æ½ðÍ¼Æ×-Ä§ÊÈÖ®É½º£·ÉºèÂÄ
6	1	349	0	1												1									»Æ½ðÍ¼Æ×-Ä§»ÍÖ®½ð¼×¿ø
6	1	350	0	1												1									»Æ½ðÍ¼Æ×-Ä§»ÍÖ®°´³ö»¢ÏîÈ¦
6	1	357	0	1												1									»Æ½ðÍ¼Æ×-ÁèÔÀÖ®ÎÞ¼«ÐþÓñÅå
6	1	359	0	1												1									»Æ½ðÍ¼Æ×-¼°·áÖ®ÕæÎä½£
6	1	360	0	1												1									»Æ½ðÍ¼Æ×-¼°·áÖ®ÈýÇå·û
6	1	364	0	1												1									»Æ½ðÍ¼Æ×-Ëª¾§Ö®Ç§Äêº®Ìú
6	1	370	0	1												1									»Æ½ðÍ¼Æ×-À×ñ·Ö®ÌìµØ»¤·û
6	1	374	0	1												1									»Æ½ðÍ¼Æ×-Îí»ÃÖ®±±Ú¤µÀ¹Ú
6	1	380	0	1												1									»Æ½ðÍ¼Æ×-¶´²ìÖ®°×ÓñÇ¬À¤Åå
6	1	381	0	1												1									»Æ½ðÍ¼Æ×-¶´²ìÖ®°×½ðÐâ·ï½ä
6	1	382	0	1												1									»Æ½ðÍ¼Æ×-¶´²ìÖ®ôä´äÓñÏîÈ¦
6	1	22	0	1			5									1									Ï´Ëè¾­
6	1	438	0	1	15000000		50									1									»Ø³Ç·û£¨ÎÞÏÞÊ¹ÓÃ£©
6	1	439	0	1												1	8								ÐÄÐÄÏàÓ³·û£¨ÎÞÏÞÊ¹ÓÃ£©
6	1	440	0	1			2									1									É½ºÓÉçð¢Í¼²ÐÆ¬£¨100ÕÅ£©
0	11	87	0	1												1									Ò×ÈÝÃæ¾ß-Íõ×ô
0	11	88	0	1												1									ÎïÆ·²»´æÔÚ
0	11	89	0	1												1									ÎïÆ·²»´æÔÚ
0	11	90	0	1												1									ÎïÆ·²»´æÔÚ
0	11	91	0	1												1									ÎïÆ·²»´æÔÚ
0	11	92	0	1												1									ÎïÆ·²»´æÔÚ
0	11	93	0	1												1									ÎïÆ·²»´æÔÚ
0	11	94	0	1												1									ÎïÆ·²»´æÔÚ
0	11	95	0	1												1									ÎïÆ·²»´æÔÚ
0	11	96	0	1												1									ÎïÆ·²»´æÔÚ
0	11	70	0	1			2									1						43200			Ò×ÈÝÃæ¾ß-Ê¥µ®ÀÏÈË(ºì)
0	11	71	0	1			2									1						43200			Ò×ÈÝÃæ¾ß-Ê¥µ®ÌìÊ¹(ºì)
0	11	33	0	1			1									1						43200			Ò×ÈÝÃæ¾ß-ºìºü
6	1	447	0	1	100											1									¶¨¹ú°²°îËéÆ¬±¦ºÐ
6	1	448	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá2
6	1	449	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá3
6	1	450	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá4
6	1	451	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá5
6	1	452	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá6
6	1	453	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá7
6	1	454	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá8
6	1	455	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá9
